Customer Type,Gender,Product Category,Unit Price,Quantity,Total,Date,Time,Payment,Discount,Rating
Female,Member,Fruits,4000,13,52000,5/10/2024,17:15,Card,10,5
Male,Member,Beverages,17000,10,170000,5/10/2024,17:32,Qris,10,6
Female,Member,Vegetables,15200,2,30400,5/10/2024,17:33,Qris,20,8
Male,Member,Beverages,8300,4,33200,5/10/2024,17:51,Cash,30,9
Female,Regular,Snack,7700,14,107800,5/10/2024,18:05,Transfer,15,6
Male,Member,Dessert,7400,4,29600,5/10/2024,18:06,Transfer,0,4
Male,Member,Dessert,7400,12,88800,5/10/2024,18:09,Cash,15,5
Female,Member,Beverages,12100,4,48400,5/10/2024,18:17,Qris,5,3
Male,Member,Fruits,6300,1,6300,5/10/2024,18:20,Qris,5,5
Female,Regular,Bakery,24800,14,347200,5/10/2024,18:33,Qris,10,6
Female,Member,Dessert,19000,2,38000,5/10/2024,18:34,Transfer,5,5
Female,Member,Dairy Product,22300,12,267600,5/10/2024,18:43,Cash,20,8
Male,Regular,Instant Food,7350,8,58800,5/10/2024,18:48,Card,10,5
Female,Regular,Dairy Product,24300,13,315900,5/10/2024,18:58,Card,5,5
Female,Member,Dessert,11000,11,121000,5/10/2024,19:12,Cash,15,6
Male,Member,Snack,7700,2,15400,5/10/2024,19:17,Qris,20,7
Male,Member,Bakery,12000,7,84000,5/10/2024,19:24,Card,5,5
Female,Regular,Snack,7000,13,91000,5/10/2024,19:33,Cash,15,5
Female,Regular,Meat,87900,8,703200,5/10/2024,19:53,Qris,10,6
Male,Member,Fruits,4000,8,32000,5/10/2024,20:10,Cash,10,5
Male,Member,Fruits,9500,10,95000,5/10/2024,20:15,Transfer,15,6
Male,Member,Snack,7000,10,70000,5/10/2024,20:19,Cash,10,5
Male,Member,Seafood,129300,6,775800,5/10/2024,20:27,Qris,15,6
Female,Regular,Kitchen Consumption,21300,1,21300,5/10/2024,20:36,Transfer,0,4
Female,Member,Beverages,14500,9,130500,5/10/2024,20:51,Qris,10,6
Female,Member,Bakery,9800,6,58800,5/10/2024,20:53,Qris,15,6
Female,Member,Seafood,44000,8,352000,5/10/2024,21:14,Cash,10,5
Male,Regular,Meat,40200,2,80400,5/10/2024,21:30,Transfer,5,4
Female,Regular,Kitchen Consumption,24000,13,312000,5/10/2024,21:38,Card,20,8
Female,Regular,Fruits,8400,12,100800,5/10/2024,21:49,Transfer,15,6
Female,Member,Dessert,7400,2,14800,5/11/2024,8:10,Qris,10,6
Female,Regular,Bakery,7900,2,15800,5/11/2024,8:16,Cash,5,3
Male,Member,Seafood,129300,12,1551600,5/11/2024,8:24,Transfer,15,6
Male,Member,Seafood,44000,1,44000,5/11/2024,8:33,Qris,5,5
Female,Member,Bakery,8000,6,48000,5/11/2024,9:15,Cash,10,6
Female,Member,Dessert,8700,14,121800,5/11/2024,9:23,Transfer,20,7
Male,Member,Fruits,12300,8,98400,5/11/2024,9:42,Qris,15,5
Male,Member,Seafood,90900,13,1181700,5/11/2024,9:56,Transfer,15,5
Male,Member,Meat,89600,2,179200,5/11/2024,10:05,Card,5,4
Female,Regular,Dessert,8600,11,94600,5/11/2024,10:06,Qris,15,6
Male,Regular,Fruits,8900,11,97900,5/11/2024,10:15,Transfer,15,6
Male,Regular,Vegetables,16900,9,152100,5/11/2024,10:17,Qris,20,7
Female,Regular,Snack,7600,11,83600,5/11/2024,10:35,Cash,20,7
Male,Regular,Kitchen Consumption,13400,8,107200,5/11/2024,10:46,Card,10,6
Male,Regular,Meat,80600,11,886600,5/11/2024,11:13,Transfer,15,6
Male,Regular,Bakery,22300,9,200700,5/11/2024,11:25,Cash,30,10
Male,Regular,Seafood,67800,10,678000,5/11/2024,11:43,Card,15,5
Female,Member,Kitchen Consumption,2200,1,2200,5/11/2024,11:45,Card,5,4
Male,Regular,Snack,8300,8,66400,5/11/2024,11:49,Qris,10,5
Male,Regular,Snack,12000,1,12000,5/11/2024,12:00,Card,10,6
Male,Member,Kitchen Consumption,6500,9,58500,5/11/2024,12:16,Qris,15,5
Female,Regular,Dairy Product,23300,13,302900,5/11/2024,12:19,Card,20,8
Male,Member,Bakery,9800,1,9800,5/11/2024,12:24,Card,0,5
Female,Member,Seafood,80700,10,807000,5/11/2024,12:32,Card,30,9
Male,Member,Meat,56000,3,168000,5/11/2024,12:45,Transfer,0,4
Female,Member,Meat,56000,8,448000,5/11/2024,12:54,Card,10,6
Male,Member,Kitchen Consumption,21300,1,21300,5/11/2024,13:01,Transfer,0,3
Male,Regular,Dairy Product,34000,7,238000,5/11/2024,13:05,Cash,5,4
Female,Member,Instant Food,10300,9,92700,5/11/2024,13:12,Transfer,10,6
Female,Member,Fruits,13100,5,65500,5/11/2024,13:32,Card,30,9
Female,Regular,Kitchen Consumption,13100,8,104800,5/11/2024,13:38,Card,10,6
Male,Regular,Fruits,12300,8,98400,5/11/2024,13:48,Qris,15,5
Female,Member,Beverages,6800,12,81600,5/11/2024,14:05,Transfer,10,5
Male,Regular,Dairy Product,32800,7,229600,5/11/2024,14:16,Card,5,4
Female,Regular,Beverages,17000,9,153000,5/11/2024,14:40,Card,10,5
Male,Member,Bakery,43000,11,473000,5/11/2024,14:45,Card,15,5
Male,Regular,Instant Food,37900,12,454800,5/11/2024,14:47,Card,30,9
Male,Member,Seafood,41900,12,502800,5/11/2024,14:48,Card,15,5
Male,Regular,Meat,66300,10,663000,5/11/2024,14:49,Cash,15,6
Male,Regular,Bakery,43000,1,43000,5/11/2024,14:54,Cash,15,6
Female,Member,Kitchen Consumption,29200,10,292000,5/11/2024,14:57,Card,10,6
Female,Member,Bakery,21400,11,235400,5/11/2024,15:18,Transfer,30,9
Male,Member,Beverages,6800,8,54400,5/11/2024,15:31,Transfer,15,5
Female,Regular,Vegetables,11700,10,117000,5/11/2024,15:49,Transfer,10,5
Female,Regular,Instant Food,10300,7,72100,5/11/2024,15:51,Qris,10,5
Male,Member,Instant Food,10300,6,61800,5/11/2024,15:52,Qris,0,4
Female,Member,Kitchen Consumption,9300,1,9300,5/11/2024,15:57,Card,5,4
Female,Regular,Meat,37800,13,491400,5/11/2024,16:04,Card,15,6
Male,Member,Seafood,44000,9,396000,5/11/2024,16:17,Card,15,5
Female,Regular,Vegetables,12000,10,120000,5/11/2024,16:20,Qris,10,6
Female,Regular,Fruits,6300,8,50400,5/11/2024,16:34,Qris,20,7
Male,Regular,Instant Food,6500,12,78000,5/11/2024,16:39,Card,15,6
Female,Member,Dairy Product,32800,8,262400,5/11/2024,16:40,Qris,10,5
Female,Member,Beverages,14500,8,116000,5/11/2024,16:44,Card,15,6
Female,Member,Dairy Product,25800,9,232200,5/11/2024,16:55,Qris,10,6
Female,Regular,Vegetables,11200,8,89600,5/11/2024,17:29,Transfer,10,6
Male,Regular,Fruits,6300,6,37800,5/11/2024,17:31,Qris,10,5
Female,Regular,Meat,122400,2,244800,5/11/2024,17:33,Cash,10,5
Male,Regular,Beverages,6800,9,61200,5/11/2024,17:49,Card,30,9
Female,Member,Fruits,10000,14,140000,5/11/2024,17:55,Qris,15,5
Male,Regular,Fruits,9600,13,124800,5/11/2024,18:25,Card,15,6
Female,Regular,Fruits,7500,8,60000,5/11/2024,19:08,Transfer,10,6
Female,Member,Kitchen Consumption,13100,1,13100,5/11/2024,19:10,Qris,10,5
Male,Member,Dessert,7400,7,51800,5/11/2024,19:15,Cash,10,5
Male,Member,Dessert,8700,12,104400,5/11/2024,19:48,Qris,15,6
Male,Member,Dessert,8600,1,8600,5/11/2024,20:04,Card,15,6
Female,Regular,Instant Food,6500,12,78000,5/11/2024,20:11,Transfer,15,5
Male,Member,Seafood,41200,12,494400,5/11/2024,20:16,Cash,20,7
Female,Regular,Bakery,12100,7,84700,5/11/2024,20:28,Cash,5,5
Male,Regular,Dessert,7400,8,59200,5/11/2024,20:29,Cash,10,5
Male,Member,Vegetables,11200,6,67200,5/11/2024,20:35,Cash,5,4
Female,Member,Dessert,11000,12,132000,5/11/2024,20:45,Card,15,6
Female,Member,Dessert,21000,4,84000,5/11/2024,20:59,Cash,0,3
Male,Regular,Dairy Product,42000,5,210000,5/11/2024,21:04,Cash,5,4
Male,Regular,Meat,47000,8,376000,5/11/2024,21:06,Card,20,7
Male,Regular,Instant Food,9800,3,29400,5/11/2024,21:09,Card,20,7
Male,Regular,Dairy Product,22300,1,22300,5/11/2024,21:10,Qris,0,4
Male,Member,Beverages,17000,8,136000,5/11/2024,21:17,Card,10,5
Female,Regular,Instant Food,10300,5,51500,5/11/2024,21:48,Transfer,10,6
Male,Regular,Seafood,41900,13,544700,5/11/2024,21:52,Cash,10,6
Female,Regular,Instant Food,7100,2,14200,5/12/2024,8:07,Card,15,6
Male,Regular,Dessert,8700,13,113100,5/12/2024,8:17,Cash,30,9
Female,Member,Snack,23000,14,322000,5/12/2024,8:19,Cash,10,5
Female,Regular,Snack,28000,1,28000,5/12/2024,8:32,Card,20,8
Female,Member,Snack,23000,1,23000,5/12/2024,8:38,Cash,5,5
Female,Member,Kitchen Consumption,2200,11,24200,5/12/2024,8:40,Card,20,8
Male,Member,Instant Food,6900,5,34500,5/12/2024,8:53,Transfer,10,6
Male,Member,Instant Food,3400,9,30600,5/12/2024,8:55,Cash,15,5
Female,Regular,Snack,7600,12,91200,5/12/2024,9:01,Card,15,6
Female,Member,Seafood,41900,13,544700,5/12/2024,9:10,Cash,5,5
Male,Member,Meat,122400,13,1591200,5/12/2024,9:12,Qris,20,7
Female,Member,Meat,37800,12,453600,5/12/2024,9:20,Card,5,5
Female,Regular,Seafood,41200,11,453200,5/12/2024,9:25,Card,30,10
Male,Member,Dessert,8600,12,103200,5/12/2024,9:44,Card,30,9
Male,Regular,Seafood,88700,14,1241800,5/12/2024,10:04,Qris,10,6
Female,Member,Seafood,41900,2,83800,5/12/2024,10:13,Cash,15,6
Female,Member,Snack,7700,11,84700,5/12/2024,10:30,Transfer,20,7
Female,Member,Kitchen Consumption,29200,9,262800,5/12/2024,10:51,Qris,10,6
Male,Regular,Dessert,21000,6,126000,5/12/2024,11:04,Transfer,5,3
Female,Regular,Bakery,12000,2,24000,5/12/2024,11:15,Qris,0,3
Female,Regular,Beverages,8300,13,107900,5/12/2024,11:24,Transfer,15,6
Female,Member,Seafood,80700,13,1049100,5/12/2024,11:26,Card,15,5
Female,Regular,Fruits,9500,12,114000,5/12/2024,11:50,Qris,20,8
Female,Member,Seafood,44000,13,572000,5/12/2024,12:00,Qris,20,8
Male,Regular,Bakery,22300,10,223000,5/12/2024,12:07,Qris,10,6
Male,Member,Vegetables,16900,2,33800,5/12/2024,12:32,Card,15,6
Female,Regular,Instant Food,7350,9,66150,5/12/2024,12:44,Qris,20,8
Male,Member,Instant Food,7100,11,78100,5/12/2024,12:45,Qris,15,5
Male,Member,Snack,28000,3,84000,5/12/2024,12:56,Qris,5,5
Male,Regular,Fruits,9500,4,38000,5/12/2024,12:58,Transfer,0,4
Female,Member,Beverages,12100,8,96800,5/12/2024,13:19,Cash,15,5
Male,Member,Snack,28000,14,392000,5/12/2024,13:30,Transfer,15,6
Female,Member,Snack,28000,13,364000,5/12/2024,13:33,Transfer,20,8
Male,Regular,Kitchen Consumption,10200,5,51000,5/12/2024,13:49,Qris,10,6
Male,Regular,Dairy Product,32800,1,32800,5/12/2024,14:15,Cash,0,3
Female,Member,Snack,23000,13,299000,5/12/2024,14:25,Qris,30,9
Female,Member,Dessert,7400,8,59200,5/12/2024,14:27,Transfer,10,6
Male,Member,Dairy Product,24300,7,170100,5/12/2024,14:31,Transfer,5,5
Male,Member,Snack,12000,9,108000,5/12/2024,14:32,Qris,10,6
Female,Regular,Vegetables,9200,9,82800,5/12/2024,15:05,Transfer,10,6
Male,Member,Dairy Product,32800,13,426400,5/12/2024,15:26,Transfer,15,6
Female,Member,Beverages,17000,10,170000,5/12/2024,15:29,Card,20,7
Female,Member,Bakery,8000,12,96000,5/12/2024,16:08,Cash,10,6
Male,Regular,Seafood,44000,10,440000,5/12/2024,16:20,Qris,20,7
Female,Regular,Bakery,22300,11,245300,5/12/2024,16:25,Card,15,6
Male,Member,Meat,89600,7,627200,5/12/2024,16:37,Cash,10,5
Male,Member,Fruits,13100,13,170300,5/12/2024,16:59,Transfer,15,6
Female,Regular,Bakery,12100,4,48400,5/12/2024,17:01,Qris,10,6
Male,Member,Snack,7900,8,63200,5/12/2024,17:29,Cash,10,6
Female,Member,Dairy Product,22300,14,312200,5/12/2024,17:34,Qris,15,5
Male,Member,Beverages,12100,8,96800,5/12/2024,17:41,Transfer,15,6
Female,Regular,Bakery,13200,1,13200,5/12/2024,17:49,Card,30,9
Male,Member,Bakery,22300,1,22300,5/12/2024,18:05,Cash,20,8
Male,Member,Instant Food,6900,3,20700,5/12/2024,18:18,Transfer,15,6
Female,Member,Vegetables,63800,8,510400,5/12/2024,18:19,Transfer,15,5
Female,Member,Dessert,17000,14,238000,5/12/2024,18:36,Card,15,5
Male,Member,Beverages,17000,13,221000,5/12/2024,18:38,Cash,15,6
Female,Regular,Seafood,44000,2,88000,5/12/2024,18:43,Cash,20,8
Female,Member,Bakery,9800,12,117600,5/12/2024,18:50,Card,30,9
Female,Regular,Instant Food,37900,13,492700,5/12/2024,18:51,Transfer,20,7
Male,Member,Fruits,6300,3,18900,5/12/2024,18:52,Transfer,20,8
Male,Member,Seafood,67800,12,813600,5/12/2024,18:53,Cash,20,7
Female,Member,Vegetables,16900,13,219700,5/12/2024,18:56,Transfer,15,6
Female,Regular,Meat,47000,11,517000,5/12/2024,19:02,Qris,15,5
Female,Member,Seafood,69800,11,767800,5/12/2024,19:05,Card,30,9
Male,Member,Seafood,129300,9,1163700,5/12/2024,19:53,Transfer,15,5
Male,Regular,Seafood,88700,10,887000,5/12/2024,20:03,Cash,10,6
Female,Member,Meat,80600,10,806000,5/12/2024,20:05,Card,10,6
Male,Member,Bakery,22300,9,200700,5/12/2024,20:15,Qris,15,6
Female,Member,Dessert,14400,7,100800,5/12/2024,20:19,Qris,5,3
Female,Member,Dairy Product,42000,9,378000,5/12/2024,20:24,Qris,30,9
Male,Member,Vegetables,15200,12,182400,5/12/2024,20:31,Transfer,15,6
Male,Regular,Beverages,6800,9,61200,5/12/2024,20:50,Cash,30,9
Male,Regular,Snack,7700,8,61600,5/12/2024,21:03,Card,10,6
Male,Regular,Snack,7600,9,68400,5/12/2024,21:07,Transfer,10,5
Female,Member,Kitchen Consumption,21300,2,42600,5/12/2024,21:19,Qris,0,5
Female,Member,Beverages,6800,8,54400,5/12/2024,21:20,Qris,30,9
Female,Regular,Dairy Product,24300,8,194400,5/12/2024,21:36,Transfer,10,6
Male,Regular,Dessert,14400,11,158400,5/12/2024,21:40,Qris,20,8
Male,Member,Vegetables,12000,5,60000,5/12/2024,21:42,Qris,10,6
Male,Regular,Dairy Product,22300,11,245300,5/13/2024,8:19,Cash,20,8
Female,Member,Vegetables,17600,2,35200,5/13/2024,8:21,Qris,0,5
Female,Regular,Dessert,9300,11,102300,5/13/2024,8:45,Cash,15,6
Male,Regular,Vegetables,12000,11,132000,5/13/2024,8:47,Cash,15,6
Male,Regular,Vegetables,29700,3,89100,5/13/2024,8:48,Transfer,10,5
Female,Regular,Dessert,17000,11,187000,5/13/2024,8:54,Card,20,8
Female,Regular,Dairy Product,34000,14,476000,5/13/2024,9:28,Qris,30,9
Male,Regular,Beverages,17000,14,238000,5/13/2024,9:37,Cash,20,7
Female,Member,Seafood,41200,8,329600,5/13/2024,9:40,Cash,10,5
Male,Member,Dessert,21000,5,105000,5/13/2024,9:41,Cash,10,6
Male,Member,Dairy Product,24300,10,243000,5/13/2024,9:52,Qris,20,8
Female,Member,Meat,56000,9,504000,5/13/2024,10:12,Transfer,10,5
Female,Member,Snack,12000,7,84000,5/13/2024,10:13,Qris,10,5
Female,Regular,Kitchen Consumption,2200,8,17600,5/13/2024,10:24,Card,20,8
Female,Regular,Kitchen Consumption,24000,14,336000,5/13/2024,10:26,Transfer,20,8
Male,Regular,Meat,47000,8,376000,5/13/2024,10:31,Qris,10,6
Male,Regular,Dessert,8700,5,43500,5/13/2024,10:48,Transfer,10,5
Male,Regular,Dairy Product,31300,12,375600,5/13/2024,10:52,Transfer,20,7
Male,Regular,Bakery,9800,12,117600,5/13/2024,10:54,Transfer,15,6
Male,Member,Dessert,8600,1,8600,5/13/2024,11:01,Card,10,6
Female,Regular,Dairy Product,43700,14,611800,5/13/2024,11:16,Cash,15,5
Male,Member,Fruits,8400,2,16800,5/13/2024,11:18,Qris,0,4
Female,Member,Kitchen Consumption,2200,3,6600,5/13/2024,11:20,Transfer,30,10
Male,Member,Snack,7000,9,63000,5/13/2024,11:31,Qris,10,5
Female,Regular,Seafood,88700,12,1064400,5/13/2024,11:42,Cash,15,6
Female,Regular,Vegetables,11700,1,11700,5/13/2024,11:50,Transfer,5,3
Male,Member,Instant Food,37900,13,492700,5/13/2024,11:56,Cash,20,8
Male,Regular,Snack,9000,2,18000,5/13/2024,11:57,Transfer,10,5
Female,Member,Dairy Product,22300,8,178400,5/13/2024,12:37,Transfer,15,6
Female,Regular,Fruits,10000,11,110000,5/13/2024,12:41,Transfer,15,6
Female,Regular,Instant Food,37900,10,379000,5/13/2024,12:49,Cash,10,6
Male,Member,Seafood,44000,13,572000,5/13/2024,13:11,Qris,30,9
Female,Regular,Bakery,7900,11,86900,5/13/2024,13:35,Cash,20,7
Male,Member,Bakery,24800,5,124000,5/13/2024,13:43,Qris,10,6
Female,Regular,Seafood,129300,8,1034400,5/13/2024,14:46,Transfer,15,6
Female,Regular,Dessert,17000,1,17000,5/13/2024,14:52,Card,20,8
Female,Regular,Kitchen Consumption,6500,11,71500,5/13/2024,15:07,Transfer,15,5
Male,Member,Kitchen Consumption,29200,11,321200,5/13/2024,15:12,Cash,5,5
Male,Regular,Seafood,41900,10,419000,5/13/2024,15:19,Card,10,5
Male,Regular,Dairy Product,24300,14,340200,5/13/2024,15:30,Qris,30,9
Female,Member,Bakery,24800,2,49600,5/13/2024,15:50,Card,10,6
Female,Regular,Kitchen Consumption,24000,7,168000,5/13/2024,15:52,Cash,0,5
Male,Member,Dairy Product,24300,2,48600,5/13/2024,15:54,Cash,5,3
Female,Regular,Snack,7900,1,7900,5/13/2024,16:03,Transfer,5,5
Male,Member,Fruits,10000,1,10000,5/13/2024,16:14,Transfer,30,9
Male,Member,Dessert,12300,8,98400,5/13/2024,16:23,Cash,10,5
Male,Regular,Fruits,8400,5,42000,5/13/2024,16:26,Qris,0,3
Male,Regular,Dessert,21000,8,168000,5/13/2024,16:33,Qris,10,6
Female,Regular,Kitchen Consumption,21300,7,149100,5/13/2024,16:46,Transfer,5,5
Female,Member,Dessert,21000,6,126000,5/13/2024,16:51,Qris,10,6
Male,Regular,Bakery,7900,10,79000,5/13/2024,17:04,Qris,20,7
Female,Member,Meat,78900,11,867900,5/13/2024,17:13,Cash,20,8
Female,Member,Meat,78900,7,552300,5/13/2024,17:17,Card,10,5
Female,Regular,Dairy Product,25800,9,232200,5/13/2024,17:21,Cash,10,6
Male,Regular,Beverages,17000,11,187000,5/13/2024,17:25,Card,30,10
Male,Regular,Snack,28000,1,28000,5/13/2024,17:37,Qris,0,5
Female,Regular,Snack,12000,8,96000,5/13/2024,18:31,Cash,10,6
Female,Regular,Dairy Product,42000,14,588000,5/13/2024,18:34,Cash,15,6
Female,Member,Snack,7700,7,53900,5/13/2024,18:45,Cash,20,7
Male,Regular,Kitchen Consumption,13100,10,131000,5/13/2024,18:50,Card,10,6
Female,Regular,Dairy Product,32800,5,164000,5/13/2024,19:05,Qris,5,4
Male,Member,Seafood,69800,2,139600,5/13/2024,19:15,Transfer,15,5
Male,Member,Snack,9000,7,63000,5/13/2024,19:22,Qris,15,6
Male,Regular,Bakery,43000,7,301000,5/13/2024,19:30,Cash,0,3
Female,Member,Fruits,10000,10,100000,5/13/2024,19:53,Card,30,9
Female,Member,Dairy Product,21200,2,42400,5/13/2024,19:56,Cash,5,4
Female,Regular,Kitchen Consumption,24000,8,192000,5/13/2024,19:59,Cash,10,6
Female,Regular,Seafood,88700,8,709600,5/13/2024,20:12,Cash,15,6
Female,Member,Snack,23000,7,161000,5/13/2024,20:41,Cash,15,5
Female,Member,Dessert,8600,1,8600,5/13/2024,20:42,Card,0,5
Female,Regular,Snack,7700,6,46200,5/13/2024,20:49,Card,10,6
Male,Regular,Meat,78900,8,631200,5/13/2024,20:54,Cash,15,6
Female,Member,Beverages,12100,11,133100,5/13/2024,21:04,Card,10,6
Male,Regular,Fruits,10000,10,100000,5/13/2024,21:05,Qris,30,10
Female,Regular,Kitchen Consumption,2200,13,28600,5/13/2024,21:06,Qris,5,5
Male,Regular,Seafood,69800,9,628200,5/13/2024,21:11,Transfer,10,6
Female,Regular,Fruits,4000,2,8000,5/13/2024,21:13,Card,10,6
Male,Regular,Vegetables,29700,14,415800,5/13/2024,21:21,Transfer,15,6
Female,Member,Beverages,8700,7,60900,5/13/2024,21:34,Qris,0,5
Female,Member,Seafood,80700,8,645600,5/13/2024,21:45,Cash,15,6
Male,Member,Seafood,90900,9,818100,5/14/2024,8:16,Cash,15,6
Male,Regular,Beverages,17000,10,170000,5/14/2024,8:18,Cash,15,6
Female,Regular,Instant Food,9800,2,19600,5/14/2024,8:43,Card,0,4
Male,Member,Dessert,19000,9,171000,5/14/2024,8:57,Transfer,10,6
Male,Regular,Bakery,21400,9,192600,5/14/2024,9:01,Qris,10,5
Male,Member,Seafood,44000,5,220000,5/14/2024,9:10,Cash,0,4
Male,Member,Dessert,11000,8,88000,5/14/2024,9:11,Card,15,5
Male,Regular,Fruits,9500,6,57000,5/14/2024,9:12,Card,5,5
Male,Regular,Kitchen Consumption,10200,8,81600,5/14/2024,9:20,Qris,10,5
Male,Member,Dessert,8600,11,94600,5/14/2024,9:22,Cash,15,6
Male,Member,Dairy Product,34000,13,442000,5/14/2024,9:29,Qris,30,10
Male,Member,Snack,12000,10,120000,5/14/2024,9:35,Transfer,20,8
Male,Member,Meat,80600,9,725400,5/14/2024,9:39,Cash,10,5
Female,Member,Snack,12000,6,72000,5/14/2024,9:56,Cash,0,5
Male,Regular,Beverages,14500,10,145000,5/14/2024,10:04,Transfer,20,8
Male,Regular,Kitchen Consumption,13400,12,160800,5/14/2024,10:27,Transfer,15,6
Male,Member,Fruits,13100,5,65500,5/14/2024,10:37,Transfer,0,4
Female,Member,Dessert,12300,2,24600,5/14/2024,10:51,Card,10,5
Female,Member,Kitchen Consumption,9800,8,78400,5/14/2024,10:56,Qris,10,5
Male,Member,Beverages,17800,10,178000,5/14/2024,11:04,Qris,30,9
Male,Regular,Meat,87900,12,1054800,5/14/2024,11:11,Card,15,6
Female,Regular,Kitchen Consumption,9300,9,83700,5/14/2024,11:18,Cash,10,5
Female,Member,Seafood,88700,12,1064400,5/14/2024,11:32,Transfer,20,7
Female,Regular,Dessert,7400,9,66600,5/14/2024,11:39,Transfer,10,5
Female,Member,Seafood,49400,5,247000,5/14/2024,11:51,Qris,10,5
Male,Regular,Seafood,69800,5,349000,5/14/2024,11:57,Cash,10,5
Male,Regular,Instant Food,7350,8,58800,5/14/2024,12:25,Qris,10,5
Female,Regular,Bakery,8000,11,88000,5/14/2024,12:36,Qris,10,6
Male,Member,Snack,12000,6,72000,5/14/2024,12:50,Card,10,6
Female,Regular,Snack,7700,11,84700,5/14/2024,12:54,Card,30,10
Female,Member,Kitchen Consumption,29200,9,262800,5/14/2024,13:03,Card,10,6
Male,Member,Snack,7700,11,84700,5/14/2024,13:04,Transfer,20,7
Male,Member,Meat,87900,12,1054800,5/14/2024,13:38,Qris,5,4
Male,Regular,Vegetables,11200,7,78400,5/14/2024,14:05,Transfer,30,9
Female,Member,Meat,89600,13,1164800,5/14/2024,14:12,Qris,30,9
Male,Regular,Vegetables,30700,4,122800,5/14/2024,14:18,Transfer,0,5
Female,Member,Instant Food,15800,5,79000,5/14/2024,14:27,Qris,5,5
Male,Regular,Seafood,69800,11,767800,5/14/2024,14:32,Qris,30,9
Female,Regular,Seafood,88700,13,1153100,5/14/2024,14:40,Qris,15,6
Female,Regular,Seafood,41900,13,544700,5/14/2024,14:48,Card,30,9
Female,Regular,Instant Food,7350,12,88200,5/14/2024,14:52,Qris,20,8
Male,Regular,Seafood,41900,8,335200,5/14/2024,15:00,Cash,10,5
Male,Regular,Snack,12000,10,120000,5/14/2024,15:13,Cash,10,5
Male,Regular,Seafood,88700,13,1153100,5/14/2024,15:20,Qris,15,6
Male,Member,Vegetables,30700,11,337700,5/14/2024,15:25,Cash,15,5
Female,Regular,Seafood,67800,12,813600,5/14/2024,15:48,Cash,15,5
Female,Regular,Vegetables,15200,14,212800,5/14/2024,15:50,Transfer,15,6
Male,Member,Instant Food,6500,12,78000,5/14/2024,15:55,Cash,15,5
Male,Regular,Seafood,41900,2,83800,5/14/2024,16:05,Cash,5,4
Male,Regular,Snack,23000,2,46000,5/14/2024,16:19,Qris,5,5
Male,Regular,Dairy Product,32800,1,32800,5/14/2024,16:24,Card,0,5
Female,Regular,Snack,7000,9,63000,5/14/2024,16:36,Cash,15,5
Female,Member,Dairy Product,32800,8,262400,5/14/2024,16:45,Transfer,15,6
Female,Member,Dessert,19000,10,190000,5/14/2024,17:02,Cash,10,5
Female,Member,Instant Food,10300,11,113300,5/14/2024,17:41,Card,30,10
Female,Member,Vegetables,29700,1,29700,5/14/2024,18:02,Card,0,4
Female,Regular,Instant Food,6900,10,69000,5/14/2024,18:08,Card,10,6
Male,Member,Snack,7600,2,15200,5/14/2024,18:24,Card,5,5
Male,Member,Vegetables,63800,9,574200,5/14/2024,18:26,Cash,30,9
Female,Regular,Dairy Product,21200,11,233200,5/14/2024,18:30,Qris,10,5
Male,Member,Vegetables,16900,1,16900,5/14/2024,18:43,Transfer,30,10
Male,Member,Instant Food,10300,12,123600,5/14/2024,18:48,Card,15,5
Female,Regular,Dessert,19000,9,171000,5/14/2024,19:00,Cash,15,6
Female,Regular,Bakery,24800,9,223200,5/14/2024,19:02,Transfer,15,6
Male,Member,Fruits,9600,8,76800,5/14/2024,19:21,Qris,10,6
Male,Member,Vegetables,9200,6,55200,5/14/2024,19:25,Qris,5,4
Male,Regular,Instant Food,3400,11,37400,5/14/2024,19:30,Transfer,5,3
Male,Member,Dessert,11000,11,121000,5/14/2024,19:43,Cash,20,7
Female,Regular,Seafood,69800,9,628200,5/14/2024,19:47,Qris,15,6
Male,Member,Fruits,8400,11,92400,5/14/2024,19:55,Card,30,9
Male,Member,Vegetables,16900,11,185900,5/14/2024,20:04,Card,15,6
Female,Member,Fruits,8900,10,89000,5/14/2024,20:21,Cash,10,6
Male,Member,Instant Food,15800,3,47400,5/14/2024,20:41,Cash,15,6
Male,Regular,Vegetables,9200,2,18400,5/14/2024,20:47,Transfer,5,3
Male,Regular,Beverages,7800,12,93600,5/14/2024,20:54,Card,30,9
Female,Regular,Fruits,9500,2,19000,5/14/2024,20:55,Card,5,5
Female,Regular,Dairy Product,24300,3,72900,5/14/2024,20:56,Transfer,15,5
Male,Regular,Snack,7000,3,21000,5/14/2024,21:11,Cash,30,10
Male,Member,Instant Food,7100,11,78100,5/14/2024,21:16,Card,15,5
Male,Member,Fruits,7500,8,60000,5/14/2024,21:29,Card,10,5
Female,Regular,Vegetables,29700,9,267300,5/15/2024,8:03,Qris,10,6
Male,Regular,Meat,78900,10,789000,5/15/2024,8:06,Cash,15,6
Female,Member,Meat,78900,12,946800,5/15/2024,8:28,Qris,15,6
Female,Regular,Kitchen Consumption,29200,10,292000,5/15/2024,8:34,Qris,30,9
Female,Regular,Seafood,67800,2,135600,5/15/2024,8:50,Cash,0,5
Female,Regular,Dessert,21000,9,189000,5/15/2024,9:27,Card,15,5
Male,Member,Snack,7700,12,92400,5/15/2024,9:47,Cash,30,9
